"No cover image available  Expander graphs and routing in multibutterfly networks (R) by Bhambhani, Ashish | Ranade, Abhiram.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:518.4Bha] (1). Add to cart"
"No cover image available  Implementation of main memory databases (R) by Sakhalkar, Ameya S | Sarda, N.L.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.02Ami] (2). Add to cart"
"No cover image available  Application of artificial neural network in water and wastewater treatment (R) by Adhikari, Gouri Shankar | Chaudhari, S.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:628.16:681.342Adh] (1). Add to cart"
"No cover image available  Source coding and secure communication : individual and joint approaches (R) by Verma, Gaurav | Gadre, V.M. and Mammen, C.P.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391:681.327.8Ver] (1). Add to cart"
"No cover image available  Hierarchical approach to unsupervised classification using graph-cut based priors (R) by Tyagi, Mayank | Chaudhari, Subhasis.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.385.832:681.342Tya] (1). Add to cart"
"No cover image available  Neural networks in radar signal processing (R) by Anoop Kumar, B | Merchant, S.N.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391.8:681.342Ano] (1). Add to cart"
"No cover image available  Boolean function representations and their utilities (R) by Subramanya, P.R | Ramesh, S.Edition: Publisher: Bombay ; IIT ; 1996Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3:512Sub] (1). Add to cart"
"No cover image available  Learning semantics based on a physiological short-term memory model (R) by Prasad, Parag C | Arunkumar, S.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:612.821:681.342Pra] (1). Add to cart"
"No cover image available  Implementation of heap reference analysis (R) by Kharat, Reena Shankar | Khedkar, Uday.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.07Kha] (1). Add to cart"
"No cover image available  Neural networks to estimate scour downstream of sk-jump bucket spillway (R) by Azmathullah, H.MD | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:627.883:681.342Azm] (1). Add to cart"
"No cover image available  Meaning based searching (R) by Khaitan, Sanjeet | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:415Kha] (1). Add to cart"
"No cover image available  Partition of graph under distance constraints (R) by Gupta, Vaibhav | Diwan, Ajit A.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.6:518.4Gup] (1). Add to cart"
"No cover image available  Flash memory based database storage manager (R) by Badge, Aditee | Ramamritham, Krithi and Sudarshan, S.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.07Bad] (1). Add to cart"
"No cover image available  Studies in part-of-speech tagging with emphasis on hindi (R) by Gupta, Kuhoo | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:491.43Gup] (1). Add to cart"
"No cover image available  Symbolic model checking of large sequential circuits (R) by Joshi, Saurabh | Chakraborty, Supratik.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.374.32:681.3Jos] (1). Add to cart"
"No cover image available  Damage detection in bridges (R) by Bhattacharyya, Rahul | Banerji, Pradipta.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:624.21:681.342Bha] (1). Add to cart"
"No cover image available  Artifical neural networks and genetic programming to estimate coastal sediment transport (R) by Singh, Arvind Kumar | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.3.051:681.342Sin] (1). Add to cart"
"No cover image available  On using a multitude of time series forecasting models (R) by Seth, Abhishek | Menezes, Bernard.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:519.28Set] (1). Add to cart"
"No cover image available  On using various decomposition methods in time series forecasting (R) by Singh, Rajveer | Menezes, Bernard.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:519.28Sin] (1). Add to cart"
"No cover image available  On supporting design evolution and traceability (R) by Vallieswaran, V | Bellur, Umesh.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Val] (1). Add to cart"
"No cover image available  Application of neural networks in statistical control charts for process quality control (R) by Mahajan, Chetan Vikram | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:658.562:681.342Mah] (1). Add to cart"
"No cover image available  Techniques for object identification from procedural code (R) by Desai, Nishit A | Joshi, R.K.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Des] (1). Add to cart"
"No cover image available  Visual specification and models of distributed systems (R) by Mujjiga, Srikanth | Krishna, S. and Ramesh, S.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:681.3.06Muj] (1). Add to cart"
"No cover image available  Formal modeling and verification of steer-by-wire system (R) by Yeolekar, Anand V | Sivakumar, G., Arya, Kavi and Ramesh, S.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Yeo] (1). Add to cart"
"No cover image available  Java environment for online unanticipatory evolution of object oriented programs (R) by Jain, Anudeep | Joshi, Rushikesh K.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Jai] (1). Add to cart"
"No cover image available  Parameter estimation of confined aquifer using artificial neural network (R) by Ajmera, Tapesh Kumar | Rastogi, A.K.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.495:681.342Ajm] (1). Add to cart"
"No cover image available  Application of neuro-fuzzy control in robotics (R) by Mandala, Supreet Reddy | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621-52:681.342Man] (1). Add to cart"
"No cover image available  Reachability analysis in graph transformation systems (R) by Sankaran, Abhisekh | Chakraborty, Supratik.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3:518.4San] (1). Add to cart"
"No cover image available  Parallel program visualizer (R) by Sapre, Sarang J | Ranade, Abhiram.Edition: Publisher: Mumbai ; IIT ; 2000Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06:621.385.832Sap] (1). Add to cart"
"No cover image available  Object oriented simulation in FMS with AGVs (R) by Joshi, Sameer G | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2000Online access: Click here to access online Availability: Items available for reference: [Call number: 043:658.513:681.3.06Jos] (1). Add to cart"
"No cover image available  Function learning using wavelet neural networks and its application in SODAR (R) by Debnath, Kousik | Gadre, V.M.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391.8:681.342Deb] (1). Add to cart"
"No cover image available  Generic three phase fault analysis : an object oriented approach (R) by Kulkarni, Pushpa | Soman, S.A.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.316.72:681.3.06Kul] (1). Add to cart"
"No cover image available  Non-separable filterbanks and their applications in source coding and sampling data communication (R) by Pandey, Udaykant | Gadre, Vikram M.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391.84Pan] (1). Add to cart"
"No cover image available  Large scale system partitioning (R) by Nakidi, Srujan Kumar | Narayanan, H.Edition: Publisher: Mumbai ; IIT ; 2006Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.372:518.4Nak] (1). Add to cart"
"No cover image available  Optimization of aAqua's search engine (R) by Maheshwari, Puneet | Ramamritham, Krithi.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8Mah] (1). Add to cart"
"No cover image available  Damage detection for IASC-ASCE benchmark structure using artificial neural networks (R) by Rana, Sheeba | Banerji, P.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:624.04:681.342Ran] (1). Add to cart"
"No cover image available  SLT neural network model investigations for pattern recognition (R) by Singh, Naorem Khogendro | Bhujade, M.R.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:621.385.832Sin] (1). Add to cart"
"No cover image available  ConStore: a storage system for concept-nets (R) by Singh, Vinay Kumar | Joshi, Rushikesk K.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.02:681.327.8Sin] (1). Add to cart"
"No cover image available  Multi-wordnet linking (R) by Ukey, Akshay K | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:42Uke] (1). Add to cart"
"No cover image available  Graphical models and their application to shallow parsing of indian languages (R) by Mahesh Kumar, V | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415Mah] (1). Add to cart"
"No cover image available  Studies in machine translation with emphasis on named entities (R) by Shelke, Sandeep | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:41She] (1). Add to cart"
"No cover image available  Keyword search algorithms for external memory data graphs (R) by Dalvi, Bhavana Bharat | Sudarshan, S.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06:518.4Dal] (1). Add to cart"
"No cover image available  Incremental algorithms for external memory graph search (R) by Kshirsagar, Meghana | Sudarshan, S.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.07:681.3.06Ksh] (1). Add to cart"
"No cover image available  Interlingua generation from english text (R) by Prasad, M. Krishna | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415Pra] (1). Add to cart"
"No cover image available  Heap reference analysis (R) by Kati, John Chaitanya | Khedkar, Uday.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.07Kar] (2). Add to cart"
"No cover image available  Applying microscopic coupling metrics to object refactoring (R) by Gupta, Ramesh J | Joshi, Rushikesh K.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Gup] (1). Add to cart"
"No cover image available  Single pass network anomaly detection (R) by Garg, Deepak | Damani, Om P.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:681.3.06Gar] (1). Add to cart"
"No cover image available  Effcient toolkit for exact and approximate inference on large scale graphical models (R) by Singh, Saurabh Pratap | Sarawagi, Sunita.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06:621.385.832Sin] (1). Add to cart"
"No cover image available  Scheduling problems using constraint satisfaction programming (R) by Shrivastava, Sharad Kumar | Rangaraj, Narayan and Patkar, Sachin B.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:658.513:681.3.06Shr] (1). Add to cart"
"No cover image available  Natural language generation from universal networking language (R) by Nalawade, Ajay | Damani, Om P.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:41Nal] (1). Add to cart"
"No cover image available  Measuring goodness of aspectization (R) by Gupta, Shrinath | Joshi, R.K.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Gup] (1). Add to cart"
"No cover image available  Improving Haskell debuggers (R) by Vaddadi, Kartick | Sanyal, A.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06(Has)Vad] (1). Add to cart"
"No cover image available  Joint source coding and secure communication (R) by Dixit, Aditya Rajan | Gadre, Vikram M.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391:681.327.8Dix] (1). Add to cart"
"No cover image available  Voice-interactive applications (R) by Bhandari, Prerna | Desai, U.B.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391.8:414Bha] (1). Add to cart"
"No cover image available  Characterization of motion artifacts in ECG using wavelet transform and neural networks (R) by Ingale, Bharati J | Mukherji, Soumyo.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:616.12-073:517.512.2Ing] (1). Add to cart"
"No cover image available  Forecasting using consistent experts (R) by Gopal, Venu | Menezes, Bernard.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:519.21Gop] (1). Add to cart"
"No cover image available  World sense disambiguation engine for multiple languages (R) by Palta, Esha | Damani, Om P.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415Pal] (1). Add to cart"
"No cover image available  Towards evaluating wordnets using structural properties and synonymy validation (R) by Janardhanan, Ramanand | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:415Jan] (1). Add to cart"
"No cover image available  BoBs : breakable objects : building blocks for flexible application architectures (R) by Jamwal, Vikram | Iyer, Sridhar.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Jam] (1). Add to cart"
"No cover image available  Recent development in application of neural networks in combinatorial optimization (R) by Bodas, Ketan | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:519.3:681.342Bod] (1). Add to cart"
"No cover image available  Real time wave forecasting using soft computing tools (R) by Jain, Pooja | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.465:681.342Jai] (1). Add to cart"
"No cover image available  Source code optimization on Pentium 4 for GCC (R) by Ranjith Kumar K | Biswas, S.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.326.32:681.3.06Ran] (1). Add to cart"
"No cover image available  Conceptual architecture and progression model for an area traffic control system (R) by Dubey, Kajal | Mathew, Tom V.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:656.05:681.3Dub] (1). Add to cart"
"No cover image available  Applications of genetic programming and artificial neural networks to coastal and ocean problems (R) by Charhate, Shrikant Bhaurao | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.465:681.342Cha] (1). Add to cart"
"No cover image available  Wind estimation from waves using data driven methods (R) by Daga, Mansi | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.465:681.3.06Dag] (1). Add to cart"
"No cover image available  Pattern recognition methods for modeling control and disturbance accommodation (R) by Meel, Anjana | Gudi, Ravindra D.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:66.012:681.342Mee] (1). Add to cart"
"No cover image available  Measuring similarity of text (R) by Unny-E, Narayanan | Bhattacharyya, P.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3:414Unn] (1). Add to cart"
"No cover image available  Decision procedures and inductive proofs using equational logic (R) by Janees, E.K | Sivakumar, G.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3:517.1Jan] (1). Add to cart"
"No cover image available  Robot control using neural networks (R) by Koteyar, Sunil | Bhattacharyya, P.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:621-52Kot] (1). Add to cart"
"No cover image available  Studies in WordNet, WordNet building and application of WordNet in Natural Language Processing (R) by Narayan, Dipak Kumar | Bhattacharyya, P.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415Nar] (1). Add to cart"
"No cover image available  Some hybrid systems using concepts fuzzy systems and neural networks (R) by Patil, Vijay C | Awate, P. G.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:656.05:681.342Pat] (1). Add to cart"
"No cover image available  Constraint directed scheduling : concepts and applications (R) by Sharma, A. Nageshwar | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:658.513:681.3.06Sha] (1). Add to cart"
"No cover image available  QoS based routing protocol for multi-channel multi-interface wireless Ad-hoc networks (R) by Reddy M., Srinivas | Sahoo, Anirudha.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:621.396Red] (1). Add to cart"
"No cover image available  Making sence of consistently inconsistent forecasters (R) by Ratadiya, Akankshi | Menezes, Bernard.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:519.28Rat] (1). Add to cart"
"No cover image available  CAdMiUM : a context aware adaptive middleware for seamless user mobility in service oriented environments (R) by Bondre, Siddharth | Bellur, Umesh.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:621.395.44Bon] (1). Add to cart"
"No cover image available  Experiments with neural networks for sales forecast (R) by Singh, Ambikeshwar P | Menezes, Bernard.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:658.8Sin] (1). Add to cart"
"No cover image available  Integrated data translator for 3D CAD models (R) by Saxena, Ankit | Pande, S.S.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.385.832:681.3.06Sax] (1). Add to cart"
"No cover image available  Verification of programs which manipulate dynamic memory (R) by Ramasubramaniyan, A | Sanyal, Amitabha.Edition: Publisher: Mumbai ; IIT ; 2003Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Ram] (1). Add to cart"
"No cover image available  Direct travel demand modelling by application of artificial neural network (R) by Panigrahi, Manoj Kumar | Rao, K. V. Krishna.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:656.1:681.342Pan] (1). Add to cart"
"No cover image available  Wave analysis and forecasting using statistical and neural techniques (R) by Agrawal, Jagottam Das | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.465:681.342Agr] (1). Add to cart"
"No cover image available  Application of artificial neural network in structural engineering (R) by Pandya, Brijesh B | Banerji, P.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:624.04:681.342Pan] (1). Add to cart"
"No cover image available  QOS provisioning in middleware of wireless sensor networks (WSN) (R) by Tota, Kavita Kumari | Sahoo, Anirudha.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:621.396Tot] (1). Add to cart"
"No cover image available  Component-centric approach to modeling of web applications (R) by Gupta, Mukesh Kumar | Joshi, Rushikesh K.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:681.3.06Gup] (1). Add to cart"
"No cover image available  Transformation of BPML to UML (R) by Radha, A | Phatak, Deepak B.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Rad] (1). Add to cart"
"No cover image available  Short-term load forecasting using regression methods (R) by Joshi, Girish | Menezes, Bernard.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.316.72:519.27Jos] (1). Add to cart"
"No cover image available  Financial forecasting : comparison of ARIMA, FFNN and SVR models (R) by Lahane, Ashish Gajanan | Menezes, Bernard.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:332.6Lah] (1). Add to cart"
"No cover image available  Derivation of wave spectrum using data driven methods (R) by Sakhare, Suhasini | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.465:519.27Sak] (1). Add to cart"
"No cover image available  Geometric modeling of deformable objects using artificial neural networks (R) by Pavanaskar, Sushrut Shrikant | Pande, S.S.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:539.37:681.342Pav] (1). Add to cart"
"No cover image available  Visual specifications and modeling of distributed systems (R) by Jaiswal, Nilesh R | Krishna, S.N.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:681.3.06Jai] (1). Add to cart"
"No cover image available  Methods to improve operational efficiency of DISCOMS (R) by Bendarkar, Sharvari Shekhar | Soman, S.A.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.316.72:519.28Ben] (1). Add to cart"
"No cover image available  Nexus : an automated system for process planning of turned components (R) by Shevgaonkar, Upendra Madhav | Pande, S.S.Edition: Publisher: Bombay ; IIT ; 1992Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.9:658.513:681.342She] (1). Add to cart"
"No cover image available  Use of knowledge based engineering tools for airship design (R) by Joshi, Ravindra | Pant, R.S.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:629.13:681.342Jos] (1). Add to cart"
"No cover image available  Artificial neural network and genetic programming models for meteorological parameter prediction (R) by Sharma, Kirty | Jothiprakash.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.501:681.342Sha] (1). Add to cart"
"No cover image available  Neural networks for optimization of scheduling and combinatorial problems (R) by Sujan-Sreeram, N | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:658.513:681.342Suj] (1). Add to cart"
"No cover image available  Text clustering using self organizing maps and semantic information (R) by Choudhary, Boopesh Kumar | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415Cho] (1). Add to cart"
"No cover image available  Generation of Hindi from universal networking language (R) by Dwivedi, Vijay | Bhattacharya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:491.43:681.327.8Dwi] (1). Add to cart"
"No cover image available  Prediction of weld joint quality using neural network (R) by Jantre, Jaydeo S | De, Amitava.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.791:681.342Jan] (1). Add to cart"
"No cover image available  Process modeling and optimization of composite machining using artificial neural networks (R) by Pendse, Dattatray | Joshi, S. S.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.9:681.342Pen] (1). Add to cart"
"No cover image available  Neural networks for system identification and estimation : principles and applications (R) by Bojja, Naga Satya Narayana | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342Boj] (1). Add to cart"
"No cover image available  Prepositional phrase attachment and generation of semantic relations (R) by Almeida, Ashish | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415.4Alm] (1). Add to cart"
"No cover image available  CESC : a scenario based language for specification and verification of reactive systems (R) by Joseph, Kiran Kumar | Krishna S.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:681.3.06Jos] (1). Add to cart"
"No cover image available  Multiword expression recognition for compound nouns (R) by Kunchukuttan, Anoop | Damani, Om.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:414Kun] (1). Add to cart"
"No cover image available  Corpus management (R) by Srijith, P.K | Damani, Om P.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415Sri] (1). Add to cart"
"No cover image available  Semantics extraction from text in the universal networking language framework (R) by Limaye, Sandeep | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415.4Lim] (1). Add to cart"
"No cover image available  Multilingual wordnet mapping and lexicon management (R) by Sharma, Aditya | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:413Sha] (1). Add to cart"
"No cover image available  Part of speech tagging of indian languages (R) by Pawar, Sachin Sharad | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:414Paw] (1). Add to cart"
"No cover image available  Word sense disambiguation in a multilingual setting (R) by Khapra, Mitesh M | Bhattacharyya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415Ked] (2). Add to cart"
"No cover image available  Damage detection in structures using ultrasonic guided waves and ANN (R) by Bage, Abhinandanakumar A | Banerji, Pradipta.Edition: Publisher: Mumbai ; IIT ; 2007Online access: Click here to access online Availability: Items available for reference: [Call number: 043:624.073:681.342Bag] (1). Add to cart"
"No cover image available  Joint approach to source coding and secure communication (R) by Rai, Nikhil | Gadre, Vikram M.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391:681.327.8Rai] (1). Add to cart"
"No cover image available  Routing protocol for inter-vehicle communication (R) by Jain, Anshu | Merchant, S.N.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391.8:681.327.8Jai] (1). Add to cart"
"No cover image available  Phoneme-based speech recognition using HMMs (R) by Kartik, S. Vijay | Rao, Preeti.Edition: Publisher: Mumbai ; IIT ; 2008Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415Kar] (1). Add to cart"
